2014/9/30 00:00:00 -41.1227180114
2014/9/30 00:30:00 -40.4796625312
2014/9/30 00:59:59 -39.0649015428
2014/9/30 01:30:00 -36.9463783528
2014/9/30 02:00:00 -34.2136162508
2014/9/30 02:30:00 -30.9643006022
2014/9/30 03:00:00 -27.2941667536
2014/9/30 03:30:00 -23.2912319377
2014/9/30 03:59:59 -19.0337171884
2014/9/30 04:30:00 -14.5903017653
2014/9/30 05:00:00 -10.0216590927
2014/9/30 05:30:00 -5.01932715546
2014/9/30 06:00:00 -0.134849371939
2014/9/30 06:30:00 4.09286322097
2014/9/30 06:59:59 8.55453445901
2014/9/30 07:30:00 12.938958392
2014/9/30 08:00:00 17.1514399965
2014/9/30 08:30:00 21.1181133381
2014/9/30 09:00:00 24.7672136192
2014/9/30 09:30:00 28.020436136
2014/9/30 09:59:59 30.7949255712
2014/9/30 10:30:00 33.0070257679
2014/9/30 11:00:00 34.579161145
2014/9/30 11:30:00 35.4491052641
2014/9/30 12:00:00 35.5794764999
2014/9/30 12:30:00 34.9643838142
2014/9/30 12:59:59 33.6305127561
2014/9/30 13:30:00 31.6322282163
2014/9/30 14:00:00 29.0427156717
2014/9/30 14:30:00 25.9443096378
2014/9/30 15:00:00 22.4206252902
2014/9/30 15:30:00 18.5516782953
2014/9/30 15:59:59 14.4111578562
2014/9/30 16:30:00 10.0714597095
2014/9/30 17:00:00 5.61372180666
2014/9/30 17:30:00 1.2203105187
2014/9/30 18:00:00 -2.38322183516
2014/9/30 18:30:00 -8.47981048194
2014/9/30 18:59:59 -13.0951972617
2014/9/30 19:30:00 -17.6077341991
2014/9/30 20:00:00 -21.9594218892
2014/9/30 20:30:00 -26.0849005441
2014/9/30 21:00:00 -29.9096032812
2014/9/30 21:30:00 -33.3488186792
2014/9/30 21:59:59 -36.3086640806
2014/9/30 22:30:00 -38.6902793272
2014/9/30 23:00:00 -40.3983491291
2014/9/30 23:30:00 -41.3537969714
