# year month sun_hours
1.982000000000000000e+03 2.000000000000000000e+00 5.129999999999999716e+01
1.982000000000000000e+03 3.000000000000000000e+00 1.713000000000000114e+02
1.982000000000000000e+03 4.000000000000000000e+00 1.809000000000000057e+02
1.982000000000000000e+03 5.000000000000000000e+00 2.048000000000000114e+02
1.982000000000000000e+03 6.000000000000000000e+00 1.820999999999999943e+02
1.982000000000000000e+03 7.000000000000000000e+00 1.640000000000000000e+02
1.982000000000000000e+03 8.000000000000000000e+00 1.689000000000000057e+02
1.982000000000000000e+03 9.000000000000000000e+00 1.560000000000000000e+02
1.982000000000000000e+03 1.000000000000000000e+01 6.959999999999999432e+01
1.982000000000000000e+03 1.100000000000000000e+01 5.550000000000000000e+01
1.982000000000000000e+03 1.200000000000000000e+01 5.000000000000000000e+01
1.983000000000000000e+03 1.000000000000000000e+00 5.139999999999999858e+01
1.983000000000000000e+03 2.000000000000000000e+00 8.529999999999999716e+01
1.983000000000000000e+03 3.000000000000000000e+00 9.340000000000000568e+01
1.983000000000000000e+03 4.000000000000000000e+00 1.454000000000000057e+02
1.983000000000000000e+03 5.000000000000000000e+00 1.368000000000000114e+02
1.983000000000000000e+03 6.000000000000000000e+00 1.888000000000000114e+02
1.983000000000000000e+03 7.000000000000000000e+00 2.478000000000000114e+02
1.983000000000000000e+03 8.000000000000000000e+00 2.190999999999999943e+02
1.983000000000000000e+03 9.000000000000000000e+00 1.137000000000000028e+02
1.983000000000000000e+03 1.000000000000000000e+01 1.140000000000000000e+02
1.983000000000000000e+03 1.100000000000000000e+01 4.289999999999999858e+01
1.983000000000000000e+03 1.200000000000000000e+01 5.850000000000000000e+01
1.984000000000000000e+03 1.000000000000000000e+00 8.809999999999999432e+01
1.984000000000000000e+03 2.000000000000000000e+00 7.159999999999999432e+01
1.984000000000000000e+03 3.000000000000000000e+00 5.139999999999999858e+01
1.984000000000000000e+03 4.000000000000000000e+00 2.305000000000000000e+02
1.984000000000000000e+03 5.000000000000000000e+00 1.446999999999999886e+02
1.984000000000000000e+03 6.000000000000000000e+00 2.370000000000000000e+02
1.984000000000000000e+03 7.000000000000000000e+00 2.325000000000000000e+02
1.984000000000000000e+03 8.000000000000000000e+00 2.010999999999999943e+02
1.984000000000000000e+03 9.000000000000000000e+00 9.809999999999999432e+01
1.984000000000000000e+03 1.000000000000000000e+01 9.120000000000000284e+01
1.984000000000000000e+03 1.100000000000000000e+01 7.540000000000000568e+01
1.984000000000000000e+03 1.200000000000000000e+01 4.929999999999999716e+01
1.985000000000000000e+03 1.000000000000000000e+00 4.689999999999999858e+01
1.985000000000000000e+03 2.000000000000000000e+00 7.829999999999999716e+01
1.985000000000000000e+03 3.000000000000000000e+00 1.052000000000000028e+02
1.985000000000000000e+03 4.000000000000000000e+00 1.575000000000000000e+02
1.985000000000000000e+03 5.000000000000000000e+00 1.636999999999999886e+02
1.985000000000000000e+03 6.000000000000000000e+00 1.671999999999999886e+02
1.985000000000000000e+03 7.000000000000000000e+00 2.414000000000000057e+02
1.985000000000000000e+03 8.000000000000000000e+00 1.873000000000000114e+02
1.985000000000000000e+03 9.000000000000000000e+00 1.434000000000000057e+02
1.985000000000000000e+03 1.000000000000000000e+01 1.187999999999999972e+02
1.985000000000000000e+03 1.100000000000000000e+01 8.859999999999999432e+01
1.985000000000000000e+03 1.200000000000000000e+01 3.900000000000000000e+01
1.986000000000000000e+03 1.000000000000000000e+00 6.279999999999999716e+01
1.986000000000000000e+03 2.000000000000000000e+00 6.189999999999999858e+01
1.986000000000000000e+03 3.000000000000000000e+00 1.244000000000000057e+02
1.986000000000000000e+03 4.000000000000000000e+00 1.351999999999999886e+02
1.986000000000000000e+03 5.000000000000000000e+00 1.723000000000000114e+02
1.986000000000000000e+03 6.000000000000000000e+00 2.258000000000000114e+02
1.986000000000000000e+03 7.000000000000000000e+00 1.805000000000000000e+02
1.986000000000000000e+03 8.000000000000000000e+00 1.583000000000000114e+02
1.986000000000000000e+03 9.000000000000000000e+00 1.575000000000000000e+02
1.986000000000000000e+03 1.000000000000000000e+01 1.162999999999999972e+02
1.986000000000000000e+03 1.100000000000000000e+01 7.309999999999999432e+01
1.986000000000000000e+03 1.200000000000000000e+01 5.510000000000000142e+01
1.987000000000000000e+03 1.000000000000000000e+00 5.439999999999999858e+01
1.987000000000000000e+03 2.000000000000000000e+00 5.800000000000000000e+01
1.987000000000000000e+03 3.000000000000000000e+00 1.052000000000000028e+02
1.987000000000000000e+03 4.000000000000000000e+00 1.530000000000000000e+02
1.987000000000000000e+03 5.000000000000000000e+00 1.981999999999999886e+02
1.987000000000000000e+03 6.000000000000000000e+00 1.329000000000000057e+02
1.987000000000000000e+03 7.000000000000000000e+00 1.760999999999999943e+02
1.987000000000000000e+03 8.000000000000000000e+00 1.723000000000000114e+02
1.987000000000000000e+03 9.000000000000000000e+00 1.471999999999999886e+02
1.987000000000000000e+03 1.000000000000000000e+01 1.205999999999999943e+02
1.987000000000000000e+03 1.100000000000000000e+01 3.979999999999999716e+01
1.987000000000000000e+03 1.200000000000000000e+01 3.439999999999999858e+01
1.988000000000000000e+03 1.000000000000000000e+00 5.470000000000000284e+01
1.988000000000000000e+03 2.000000000000000000e+00 1.159000000000000057e+02
1.988000000000000000e+03 3.000000000000000000e+00 8.809999999999999432e+01
1.988000000000000000e+03 4.000000000000000000e+00 1.458000000000000114e+02
1.988000000000000000e+03 5.000000000000000000e+00 2.020000000000000000e+02
1.988000000000000000e+03 6.000000000000000000e+00 1.599000000000000057e+02
1.988000000000000000e+03 7.000000000000000000e+00 1.616999999999999886e+02
1.988000000000000000e+03 8.000000000000000000e+00 1.950000000000000000e+02
1.988000000000000000e+03 9.000000000000000000e+00 1.478000000000000114e+02
1.988000000000000000e+03 1.000000000000000000e+01 1.100000000000000000e+02
1.988000000000000000e+03 1.100000000000000000e+01 8.920000000000000284e+01
1.988000000000000000e+03 1.200000000000000000e+01 3.750000000000000000e+01
1.989000000000000000e+03 1.000000000000000000e+00 5.920000000000000284e+01
1.989000000000000000e+03 2.000000000000000000e+00 9.420000000000000284e+01
1.989000000000000000e+03 3.000000000000000000e+00 1.000000000000000000e+02
1.989000000000000000e+03 4.000000000000000000e+00 1.445000000000000000e+02
1.989000000000000000e+03 5.000000000000000000e+00 3.101000000000000227e+02
1.989000000000000000e+03 6.000000000000000000e+00 2.585000000000000000e+02
1.989000000000000000e+03 7.000000000000000000e+00 2.748000000000000114e+02
1.989000000000000000e+03 8.000000000000000000e+00 2.671000000000000227e+02
1.989000000000000000e+03 9.000000000000000000e+00 1.311999999999999886e+02
1.989000000000000000e+03 1.000000000000000000e+01 1.134000000000000057e+02
1.989000000000000000e+03 1.100000000000000000e+01 1.070000000000000000e+02
1.989000000000000000e+03 1.200000000000000000e+01 3.360000000000000142e+01
1.990000000000000000e+03 1.000000000000000000e+00 5.760000000000000142e+01
1.990000000000000000e+03 2.000000000000000000e+00 9.429999999999999716e+01
1.990000000000000000e+03 3.000000000000000000e+00 1.545999999999999943e+02
1.990000000000000000e+03 4.000000000000000000e+00 2.450000000000000000e+02
1.990000000000000000e+03 5.000000000000000000e+00 2.870000000000000000e+02
1.990000000000000000e+03 6.000000000000000000e+00 1.325000000000000000e+02
1.990000000000000000e+03 7.000000000000000000e+00 2.731999999999999886e+02
1.990000000000000000e+03 8.000000000000000000e+00 2.493000000000000114e+02
1.990000000000000000e+03 9.000000000000000000e+00 1.734000000000000057e+02
1.990000000000000000e+03 1.000000000000000000e+01 1.225000000000000000e+02
1.990000000000000000e+03 1.100000000000000000e+01 7.000000000000000000e+01
1.990000000000000000e+03 1.200000000000000000e+01 4.779999999999999716e+01
1.991000000000000000e+03 1.000000000000000000e+00 6.840000000000000568e+01
1.991000000000000000e+03 2.000000000000000000e+00 4.850000000000000000e+01
1.991000000000000000e+03 3.000000000000000000e+00 1.027000000000000028e+02
1.991000000000000000e+03 4.000000000000000000e+00 1.585000000000000000e+02
1.991000000000000000e+03 5.000000000000000000e+00 1.386999999999999886e+02
1.991000000000000000e+03 6.000000000000000000e+00 1.350000000000000000e+02
1.991000000000000000e+03 7.000000000000000000e+00 2.185999999999999943e+02
1.991000000000000000e+03 8.000000000000000000e+00 2.416999999999999886e+02
1.991000000000000000e+03 9.000000000000000000e+00 1.830000000000000000e+02
1.991000000000000000e+03 1.000000000000000000e+01 8.709999999999999432e+01
1.991000000000000000e+03 1.100000000000000000e+01 5.920000000000000284e+01
1.991000000000000000e+03 1.200000000000000000e+01 6.070000000000000284e+01
1.992000000000000000e+03 1.000000000000000000e+00 5.600000000000000000e+01
1.992000000000000000e+03 2.000000000000000000e+00 5.029999999999999716e+01
1.992000000000000000e+03 3.000000000000000000e+00 6.179999999999999716e+01
1.992000000000000000e+03 4.000000000000000000e+00 1.296999999999999886e+02
1.992000000000000000e+03 5.000000000000000000e+00 2.718999999999999773e+02
1.992000000000000000e+03 6.000000000000000000e+00 2.136999999999999886e+02
1.992000000000000000e+03 7.000000000000000000e+00 1.585999999999999943e+02
1.992000000000000000e+03 8.000000000000000000e+00 1.491999999999999886e+02
1.992000000000000000e+03 9.000000000000000000e+00 1.275000000000000000e+02
1.992000000000000000e+03 1.000000000000000000e+01 1.125999999999999943e+02
1.992000000000000000e+03 1.100000000000000000e+01 6.160000000000000142e+01
1.992000000000000000e+03 1.200000000000000000e+01 4.910000000000000142e+01
1.993000000000000000e+03 1.000000000000000000e+00 3.779999999999999716e+01
1.993000000000000000e+03 2.000000000000000000e+00 5.100000000000000000e+01
1.993000000000000000e+03 3.000000000000000000e+00 1.284000000000000057e+02
1.993000000000000000e+03 4.000000000000000000e+00 1.269000000000000057e+02
1.993000000000000000e+03 5.000000000000000000e+00 1.765999999999999943e+02
1.993000000000000000e+03 6.000000000000000000e+00 2.241999999999999886e+02
1.993000000000000000e+03 7.000000000000000000e+00 1.745999999999999943e+02
1.993000000000000000e+03 8.000000000000000000e+00 2.194000000000000057e+02
1.993000000000000000e+03 9.000000000000000000e+00 1.045000000000000000e+02
1.993000000000000000e+03 1.000000000000000000e+01 1.170000000000000000e+02
1.993000000000000000e+03 1.100000000000000000e+01 7.129999999999999716e+01
1.993000000000000000e+03 1.200000000000000000e+01 5.239999999999999858e+01
1.994000000000000000e+03 1.000000000000000000e+00 7.340000000000000568e+01
1.994000000000000000e+03 2.000000000000000000e+00 7.200000000000000000e+01
1.994000000000000000e+03 3.000000000000000000e+00 1.264000000000000057e+02
1.994000000000000000e+03 4.000000000000000000e+00 1.750000000000000000e+02
1.994000000000000000e+03 5.000000000000000000e+00 1.583000000000000114e+02
1.994000000000000000e+03 6.000000000000000000e+00 2.650000000000000000e+02
1.994000000000000000e+03 7.000000000000000000e+00 2.671000000000000227e+02
1.994000000000000000e+03 8.000000000000000000e+00 1.809000000000000057e+02
1.994000000000000000e+03 9.000000000000000000e+00 1.097000000000000028e+02
1.994000000000000000e+03 1.000000000000000000e+01 1.410000000000000000e+02
1.994000000000000000e+03 1.100000000000000000e+01 4.270000000000000284e+01
1.994000000000000000e+03 1.200000000000000000e+01 6.079999999999999716e+01
1.995000000000000000e+03 1.000000000000000000e+00 5.960000000000000142e+01
1.995000000000000000e+03 2.000000000000000000e+00 7.090000000000000568e+01
1.995000000000000000e+03 3.000000000000000000e+00 1.945000000000000000e+02
1.995000000000000000e+03 4.000000000000000000e+00 1.995000000000000000e+02
1.995000000000000000e+03 5.000000000000000000e+00 2.344000000000000057e+02
1.995000000000000000e+03 6.000000000000000000e+00 1.876999999999999886e+02
1.995000000000000000e+03 7.000000000000000000e+00 2.470999999999999943e+02
1.995000000000000000e+03 8.000000000000000000e+00 2.953000000000000114e+02
1.995000000000000000e+03 9.000000000000000000e+00 1.424000000000000057e+02
1.995000000000000000e+03 1.000000000000000000e+01 1.299000000000000057e+02
1.995000000000000000e+03 1.100000000000000000e+01 7.620000000000000284e+01
1.995000000000000000e+03 1.200000000000000000e+01 4.470000000000000284e+01
1.996000000000000000e+03 1.000000000000000000e+00 2.530000000000000071e+01
1.996000000000000000e+03 2.000000000000000000e+00 1.002999999999999972e+02
1.996000000000000000e+03 3.000000000000000000e+00 7.590000000000000568e+01
1.996000000000000000e+03 4.000000000000000000e+00 1.475000000000000000e+02
1.996000000000000000e+03 5.000000000000000000e+00 1.825999999999999943e+02
1.996000000000000000e+03 6.000000000000000000e+00 2.826999999999999886e+02
1.996000000000000000e+03 7.000000000000000000e+00 2.336999999999999886e+02
1.996000000000000000e+03 8.000000000000000000e+00 2.175999999999999943e+02
1.996000000000000000e+03 9.000000000000000000e+00 1.420000000000000000e+02
1.996000000000000000e+03 1.000000000000000000e+01 1.423000000000000114e+02
1.996000000000000000e+03 1.100000000000000000e+01 1.075000000000000000e+02
1.996000000000000000e+03 1.200000000000000000e+01 5.760000000000000142e+01
1.997000000000000000e+03 1.000000000000000000e+00 5.929999999999999716e+01
1.997000000000000000e+03 2.000000000000000000e+00 5.810000000000000142e+01
1.997000000000000000e+03 3.000000000000000000e+00 1.510000000000000000e+02
1.997000000000000000e+03 4.000000000000000000e+00 2.185000000000000000e+02
1.997000000000000000e+03 5.000000000000000000e+00 2.591999999999999886e+02
1.997000000000000000e+03 6.000000000000000000e+00 1.515999999999999943e+02
1.997000000000000000e+03 7.000000000000000000e+00 2.410999999999999943e+02
1.997000000000000000e+03 8.000000000000000000e+00 1.941999999999999886e+02
1.997000000000000000e+03 9.000000000000000000e+00 1.903000000000000114e+02
1.997000000000000000e+03 1.000000000000000000e+01 1.660000000000000000e+02
1.997000000000000000e+03 1.100000000000000000e+01 6.729999999999999716e+01
1.997000000000000000e+03 1.200000000000000000e+01 4.800000000000000000e+01
1.998000000000000000e+03 1.000000000000000000e+00 6.520000000000000284e+01
1.998000000000000000e+03 2.000000000000000000e+00 1.130999999999999943e+02
1.998000000000000000e+03 3.000000000000000000e+00 8.490000000000000568e+01
1.998000000000000000e+03 4.000000000000000000e+00 1.154000000000000057e+02
1.998000000000000000e+03 5.000000000000000000e+00 2.281999999999999886e+02
1.998000000000000000e+03 6.000000000000000000e+00 1.584000000000000057e+02
1.998000000000000000e+03 7.000000000000000000e+00 1.843000000000000114e+02
1.998000000000000000e+03 8.000000000000000000e+00 2.626000000000000227e+02
1.998000000000000000e+03 9.000000000000000000e+00 1.490999999999999943e+02
1.998000000000000000e+03 1.000000000000000000e+01 9.670000000000000284e+01
1.998000000000000000e+03 1.100000000000000000e+01 7.850000000000000000e+01
1.998000000000000000e+03 1.200000000000000000e+01 4.239999999999999858e+01
1.999000000000000000e+03 1.000000000000000000e+00 5.370000000000000284e+01
1.999000000000000000e+03 2.000000000000000000e+00 9.009999999999999432e+01
1.999000000000000000e+03 3.000000000000000000e+00 1.225000000000000000e+02
1.999000000000000000e+03 4.000000000000000000e+00 1.678000000000000114e+02
1.999000000000000000e+03 5.000000000000000000e+00 1.849000000000000057e+02
1.999000000000000000e+03 6.000000000000000000e+00 2.390999999999999943e+02
1.999000000000000000e+03 7.000000000000000000e+00 2.758999999999999773e+02
1.999000000000000000e+03 8.000000000000000000e+00 1.998000000000000114e+02
1.999000000000000000e+03 9.000000000000000000e+00 1.650000000000000000e+02
1.999000000000000000e+03 1.000000000000000000e+01 1.605000000000000000e+02
1.999000000000000000e+03 1.100000000000000000e+01 7.900000000000000000e+01
1.999000000000000000e+03 1.200000000000000000e+01 7.529999999999999716e+01
2.000000000000000000e+03 1.000000000000000000e+00 7.859999999999999432e+01
2.000000000000000000e+03 2.000000000000000000e+00 1.025000000000000000e+02
2.000000000000000000e+03 3.000000000000000000e+00 1.204000000000000057e+02
2.000000000000000000e+03 4.000000000000000000e+00 1.358000000000000114e+02
2.000000000000000000e+03 5.000000000000000000e+00 2.029000000000000057e+02
2.000000000000000000e+03 6.000000000000000000e+00 1.695000000000000000e+02
2.000000000000000000e+03 7.000000000000000000e+00 1.746999999999999886e+02
2.000000000000000000e+03 8.000000000000000000e+00 2.114000000000000057e+02
2.000000000000000000e+03 9.000000000000000000e+00 1.320999999999999943e+02
2.000000000000000000e+03 1.000000000000000000e+01 9.800000000000000000e+01
2.000000000000000000e+03 1.100000000000000000e+01 7.490000000000000568e+01
2.000000000000000000e+03 1.200000000000000000e+01 5.000000000000000000e+01
2.001000000000000000e+03 1.000000000000000000e+00 8.700000000000000000e+01
2.001000000000000000e+03 2.000000000000000000e+00 9.229999999999999716e+01
2.001000000000000000e+03 3.000000000000000000e+00 7.820000000000000284e+01
2.001000000000000000e+03 4.000000000000000000e+00 1.385000000000000000e+02
2.001000000000000000e+03 5.000000000000000000e+00 2.280000000000000000e+02
2.001000000000000000e+03 6.000000000000000000e+00 2.480000000000000000e+02
2.001000000000000000e+03 7.000000000000000000e+00 2.290999999999999943e+02
2.001000000000000000e+03 8.000000000000000000e+00 2.109000000000000057e+02
2.001000000000000000e+03 9.000000000000000000e+00 1.433000000000000114e+02
2.001000000000000000e+03 1.000000000000000000e+01 1.099000000000000057e+02
2.001000000000000000e+03 1.100000000000000000e+01 8.829999999999999716e+01
2.001000000000000000e+03 1.200000000000000000e+01 9.329999999999999716e+01
2.002000000000000000e+03 1.000000000000000000e+00 5.339999999999999858e+01
2.002000000000000000e+03 2.000000000000000000e+00 9.140000000000000568e+01
2.002000000000000000e+03 3.000000000000000000e+00 1.112999999999999972e+02
2.002000000000000000e+03 4.000000000000000000e+00 2.205000000000000000e+02
2.002000000000000000e+03 5.000000000000000000e+00 1.921999999999999886e+02
2.002000000000000000e+03 6.000000000000000000e+00 1.915000000000000000e+02
2.002000000000000000e+03 7.000000000000000000e+00 1.939000000000000057e+02
2.002000000000000000e+03 8.000000000000000000e+00 1.904000000000000057e+02
2.002000000000000000e+03 9.000000000000000000e+00 1.781999999999999886e+02
2.002000000000000000e+03 1.000000000000000000e+01 1.092000000000000028e+02
2.002000000000000000e+03 1.100000000000000000e+01 6.609999999999999432e+01
2.002000000000000000e+03 1.200000000000000000e+01 3.410000000000000142e+01
2.003000000000000000e+03 1.000000000000000000e+00 9.359999999999999432e+01
2.003000000000000000e+03 2.000000000000000000e+00 1.012000000000000028e+02
2.003000000000000000e+03 3.000000000000000000e+00 1.769000000000000057e+02
2.003000000000000000e+03 4.000000000000000000e+00 1.980000000000000000e+02
2.003000000000000000e+03 5.000000000000000000e+00 2.055000000000000000e+02
2.003000000000000000e+03 6.000000000000000000e+00 2.455000000000000000e+02
2.003000000000000000e+03 7.000000000000000000e+00 2.139000000000000057e+02
2.003000000000000000e+03 8.000000000000000000e+00 2.553000000000000114e+02
2.003000000000000000e+03 9.000000000000000000e+00 2.066999999999999886e+02
2.003000000000000000e+03 1.000000000000000000e+01 1.606999999999999886e+02
2.003000000000000000e+03 1.100000000000000000e+01 8.820000000000000284e+01
2.003000000000000000e+03 1.200000000000000000e+01 5.800000000000000000e+01
2.004000000000000000e+03 1.000000000000000000e+00 6.400000000000000000e+01
2.004000000000000000e+03 2.000000000000000000e+00 6.529999999999999716e+01
2.004000000000000000e+03 3.000000000000000000e+00 1.027000000000000028e+02
2.004000000000000000e+03 4.000000000000000000e+00 1.550000000000000000e+02
2.004000000000000000e+03 5.000000000000000000e+00 2.081999999999999886e+02
2.004000000000000000e+03 6.000000000000000000e+00 2.360000000000000000e+02
2.004000000000000000e+03 7.000000000000000000e+00 2.015000000000000000e+02
2.004000000000000000e+03 8.000000000000000000e+00 2.133000000000000114e+02
2.004000000000000000e+03 9.000000000000000000e+00 1.826999999999999886e+02
2.004000000000000000e+03 1.000000000000000000e+01 1.012000000000000028e+02
2.004000000000000000e+03 1.100000000000000000e+01 6.079999999999999716e+01
2.004000000000000000e+03 1.200000000000000000e+01 4.820000000000000284e+01
2.005000000000000000e+03 1.000000000000000000e+00 7.209999999999999432e+01
2.005000000000000000e+03 2.000000000000000000e+00 6.239999999999999858e+01
2.005000000000000000e+03 3.000000000000000000e+00 9.670000000000000284e+01
2.005000000000000000e+03 4.000000000000000000e+00 1.530000000000000000e+02
2.005000000000000000e+03 5.000000000000000000e+00 2.283000000000000114e+02
2.005000000000000000e+03 6.000000000000000000e+00 2.193000000000000114e+02
2.005000000000000000e+03 7.000000000000000000e+00 2.025000000000000000e+02
2.005000000000000000e+03 8.000000000000000000e+00 2.504000000000000057e+02
2.005000000000000000e+03 9.000000000000000000e+00 1.589000000000000057e+02
2.005000000000000000e+03 1.000000000000000000e+01 1.009000000000000057e+02
2.005000000000000000e+03 1.100000000000000000e+01 1.015000000000000000e+02
2.005000000000000000e+03 1.200000000000000000e+01 7.090000000000000568e+01
2.006000000000000000e+03 1.000000000000000000e+00 5.550000000000000000e+01
2.006000000000000000e+03 2.000000000000000000e+00 6.750000000000000000e+01
2.006000000000000000e+03 3.000000000000000000e+00 9.900000000000000000e+01
2.006000000000000000e+03 4.000000000000000000e+00 1.493000000000000114e+02
2.006000000000000000e+03 5.000000000000000000e+00 1.544000000000000057e+02
2.006000000000000000e+03 6.000000000000000000e+00 2.633000000000000114e+02
2.006000000000000000e+03 7.000000000000000000e+00 3.021999999999999886e+02
2.006000000000000000e+03 8.000000000000000000e+00 1.641999999999999886e+02
2.006000000000000000e+03 9.000000000000000000e+00 1.725999999999999943e+02
2.006000000000000000e+03 1.000000000000000000e+01 1.184000000000000057e+02
2.006000000000000000e+03 1.100000000000000000e+01 1.052999999999999972e+02
2.006000000000000000e+03 1.200000000000000000e+01 4.489999999999999858e+01
2.007000000000000000e+03 1.000000000000000000e+00 6.100000000000000000e+01
2.007000000000000000e+03 2.000000000000000000e+00 6.370000000000000284e+01
2.007000000000000000e+03 3.000000000000000000e+00 1.750000000000000000e+02
2.007000000000000000e+03 4.000000000000000000e+00 2.440999999999999943e+02
2.007000000000000000e+03 5.000000000000000000e+00 1.783000000000000114e+02
2.007000000000000000e+03 6.000000000000000000e+00 1.706999999999999886e+02
2.007000000000000000e+03 7.000000000000000000e+00 1.825999999999999943e+02
2.007000000000000000e+03 8.000000000000000000e+00 2.135000000000000000e+02
2.007000000000000000e+03 9.000000000000000000e+00 1.550999999999999943e+02
2.007000000000000000e+03 1.000000000000000000e+01 1.072999999999999972e+02
2.007000000000000000e+03 1.100000000000000000e+01 8.690000000000000568e+01
2.007000000000000000e+03 1.200000000000000000e+01 6.529999999999999716e+01
2.008000000000000000e+03 1.000000000000000000e+00 6.459999999999999432e+01
2.008000000000000000e+03 2.000000000000000000e+00 1.379000000000000057e+02
2.008000000000000000e+03 3.000000000000000000e+00 9.370000000000000284e+01
2.008000000000000000e+03 4.000000000000000000e+00 1.543000000000000114e+02
2.008000000000000000e+03 5.000000000000000000e+00 1.829000000000000057e+02
2.008000000000000000e+03 6.000000000000000000e+00 2.269000000000000057e+02
2.008000000000000000e+03 7.000000000000000000e+00 1.960999999999999943e+02
2.008000000000000000e+03 8.000000000000000000e+00 1.195000000000000000e+02
2.008000000000000000e+03 9.000000000000000000e+00 1.230999999999999943e+02
2.008000000000000000e+03 1.000000000000000000e+01 1.445999999999999943e+02
2.008000000000000000e+03 1.100000000000000000e+01 4.570000000000000284e+01
2.008000000000000000e+03 1.200000000000000000e+01 6.909999999999999432e+01
2.009000000000000000e+03 1.000000000000000000e+00 6.779999999999999716e+01
2.009000000000000000e+03 2.000000000000000000e+00 6.429999999999999716e+01
2.009000000000000000e+03 3.000000000000000000e+00 1.585000000000000000e+02
2.009000000000000000e+03 4.000000000000000000e+00 1.728000000000000114e+02
2.009000000000000000e+03 5.000000000000000000e+00 1.939000000000000057e+02
2.009000000000000000e+03 6.000000000000000000e+00 1.928000000000000114e+02
2.009000000000000000e+03 7.000000000000000000e+00 1.668000000000000114e+02
2.009000000000000000e+03 8.000000000000000000e+00 1.675999999999999943e+02
2.009000000000000000e+03 9.000000000000000000e+00 1.373000000000000114e+02
2.009000000000000000e+03 1.000000000000000000e+01 8.470000000000000284e+01
2.009000000000000000e+03 1.100000000000000000e+01 6.239999999999999858e+01
2.009000000000000000e+03 1.200000000000000000e+01 6.029999999999999716e+01
2.010000000000000000e+03 1.000000000000000000e+00 5.129999999999999716e+01
2.010000000000000000e+03 2.000000000000000000e+00 4.670000000000000284e+01
2.010000000000000000e+03 3.000000000000000000e+00 1.064000000000000057e+02
2.010000000000000000e+03 4.000000000000000000e+00 2.016999999999999886e+02
2.010000000000000000e+03 5.000000000000000000e+00 1.704000000000000057e+02
2.010000000000000000e+03 6.000000000000000000e+00 2.200999999999999943e+02
2.010000000000000000e+03 7.000000000000000000e+00 1.618000000000000114e+02
2.010000000000000000e+03 8.000000000000000000e+00 1.109000000000000057e+02
2.010000000000000000e+03 9.000000000000000000e+00 1.286999999999999886e+02
2.010000000000000000e+03 1.000000000000000000e+01 1.040000000000000000e+02
2.010000000000000000e+03 1.100000000000000000e+01 5.000000000000000000e+01
2.010000000000000000e+03 1.200000000000000000e+01 1.850000000000000000e+01
2.011000000000000000e+03 1.000000000000000000e+00 3.560000000000000142e+01
2.011000000000000000e+03 2.000000000000000000e+00 3.620000000000000284e+01
2.011000000000000000e+03 3.000000000000000000e+00 1.264000000000000057e+02
2.011000000000000000e+03 4.000000000000000000e+00 2.180000000000000000e+02
2.011000000000000000e+03 5.000000000000000000e+00 2.180000000000000000e+02
2.011000000000000000e+03 6.000000000000000000e+00 1.735000000000000000e+02
2.011000000000000000e+03 7.000000000000000000e+00 1.735999999999999943e+02
2.011000000000000000e+03 8.000000000000000000e+00 1.440999999999999943e+02
2.011000000000000000e+03 9.000000000000000000e+00 1.611999999999999886e+02
2.011000000000000000e+03 1.000000000000000000e+01 1.404000000000000057e+02
2.011000000000000000e+03 1.100000000000000000e+01 5.250000000000000000e+01
2.011000000000000000e+03 1.200000000000000000e+01 6.060000000000000142e+01
2.012000000000000000e+03 1.000000000000000000e+00 6.850000000000000000e+01
2.012000000000000000e+03 2.000000000000000000e+00 8.490000000000000568e+01
2.012000000000000000e+03 3.000000000000000000e+00 1.803000000000000114e+02
2.012000000000000000e+03 4.000000000000000000e+00 1.416999999999999886e+02
2.012000000000000000e+03 5.000000000000000000e+00 1.665999999999999943e+02
2.012000000000000000e+03 6.000000000000000000e+00 1.185000000000000000e+02
2.012000000000000000e+03 7.000000000000000000e+00 1.615999999999999943e+02
2.012000000000000000e+03 8.000000000000000000e+00 1.825999999999999943e+02
2.012000000000000000e+03 9.000000000000000000e+00 1.789000000000000057e+02
2.012000000000000000e+03 1.000000000000000000e+01 8.559999999999999432e+01
2.012000000000000000e+03 1.100000000000000000e+01 7.540000000000000568e+01
2.012000000000000000e+03 1.200000000000000000e+01 5.800000000000000000e+01
2.013000000000000000e+03 1.000000000000000000e+00 3.450000000000000000e+01
2.013000000000000000e+03 2.000000000000000000e+00 6.490000000000000568e+01
2.013000000000000000e+03 3.000000000000000000e+00 6.229999999999999716e+01
2.013000000000000000e+03 4.000000000000000000e+00 1.628000000000000114e+02
2.013000000000000000e+03 5.000000000000000000e+00 1.633000000000000114e+02
