2013/10/8 00:00:00 -44.2719952943
2013/10/8 00:30:00 -43.5276412785
2013/10/8 00:59:59 -41.9842746582
2013/10/8 01:30:00 -39.7226999863
2013/10/8 02:00:00 -36.8452198361
2013/10/8 02:30:00 -33.459799008
2013/10/8 03:00:00 -29.6691191507
2013/10/8 03:30:00 -25.5652187709
2013/10/8 03:59:59 -21.2281801291
2013/10/8 04:30:00 -16.7272357302
2013/10/8 05:00:00 -12.1229087343
2013/10/8 05:30:00 -7.44278286026
2013/10/8 06:00:00 -1.67990284889
2013/10/8 06:30:00 2.07557325291
2013/10/8 06:59:59 6.41682356012
2013/10/8 07:30:00 10.718795157
2013/10/8 08:00:00 14.8409321418
2013/10/8 08:30:00 18.7041059194
2013/10/8 09:00:00 22.2360923619
2013/10/8 09:30:00 25.3625807186
2013/10/8 09:59:59 28.0062976444
2013/10/8 10:30:00 30.0911497093
2013/10/8 11:00:00 31.54841838
2013/10/8 11:30:00 32.3246113226
2013/10/8 12:00:00 32.389146365
2013/10/8 12:30:00 31.7393119221
2013/10/8 12:59:59 30.4007451089
2013/10/8 13:30:00 28.4231526272
2013/10/8 14:00:00 25.8729768496
2013/10/8 14:30:00 22.8253857155
2013/10/8 15:00:00 19.3576781834
2013/10/8 15:30:00 15.5452510038
2013/10/8 15:59:59 11.4587795592
2013/10/8 16:30:00 7.17635425621
2013/10/8 17:00:00 2.81567654312
2013/10/8 17:30:00 -1.12901415483
2013/10/8 18:00:00 -6.60204292249
2013/10/8 18:30:00 -11.3521065185
2013/10/8 18:59:59 -15.9844936391
2013/10/8 19:30:00 -20.5264294183
2013/10/8 20:00:00 -24.9191119037
2013/10/8 20:30:00 -29.0954447321
2013/10/8 21:00:00 -32.9777242563
2013/10/8 21:30:00 -36.4761369039
2013/10/8 21:59:59 -39.4893158374
2013/10/8 22:30:00 -41.9086473886
2013/10/8 23:00:00 -43.6280450593
2013/10/8 23:30:00 -44.5592559753
