400.000000	0.000000
401.000000	0.000000
402.000000	0.000000
403.000000	0.000000
404.000000	0.000000
405.000000	0.000000
406.000000	0.000000
407.000000	0.000000
408.000000	0.000000
409.000000	0.000000
410.000000	0.000000
411.000000	0.000000
412.000000	0.000000
413.000000	0.000000
414.000000	0.000000
415.000000	0.000000
416.000000	0.000000
417.000000	0.000000
418.000000	0.000000
419.000000	0.000000
420.000000	0.000000
421.000000	0.000000
422.000000	0.000000
423.000000	0.000000
424.000000	0.000000
425.000000	0.000000
426.000000	0.000000
427.000000	0.000000
428.000000	0.000000
429.000000	0.000000
430.000000	0.000000
431.000000	0.000000
432.000000	0.000000
433.000000	0.000000
434.000000	0.000000
435.000000	0.000000
436.000000	0.000000
437.000000	0.000000
438.000000	0.000000
439.000000	0.000000
440.000000	0.000000
441.000000	0.000000
442.000000	0.000000
443.000000	0.000000
444.000000	0.000000
445.000000	0.000000
446.000000	0.000000
447.000000	0.000000
448.000000	0.000000
449.000000	0.000000
450.000000	0.000000
451.000000	0.000000
452.000000	0.000000
453.000000	0.000000
454.000000	0.000000
455.000000	0.000000
456.000000	0.000000
457.000000	0.000000
458.000000	0.000000
459.000000	0.000000
460.000000	0.000000
461.000000	0.000000
462.000000	0.000000
463.000000	0.000000
464.000000	0.000000
465.000000	0.000000
466.000000	0.000000
467.000000	0.000000
468.000000	0.000000
469.000000	0.000000
470.000000	0.000000
471.000000	0.000000
472.000000	0.000000
473.000000	0.000000
474.000000	0.000000
475.000000	0.000000
476.000000	0.000000
477.000000	0.000000
478.000000	0.000000
479.000000	0.000000
480.000000	0.000000
481.000000	0.000000
482.000000	0.000000
483.000000	0.000000
484.000000	0.000000
485.000000	0.000000
486.000000	0.000000
487.000000	0.000000
488.000000	0.000000
489.000000	0.000000
490.000000	0.000000
491.000000	0.000000
492.000000	0.000000
493.000000	0.000000
494.000000      0.000000
495.000000	0.000000
496.000000	0.000000
497.000000	0.000000
498.000000	0.000000
499.000000	0.000000
500.000000	0.000000
501.000000	0.000000
502.000000	0.000000
